Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
4,15,15:06:37,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,North,,0.025572,2.922176,0.02535,1.012635,0.906249,0.882362,4.184226,3.277977,10.428979,10.711306,49.45499,0.441786,PSF-00495_20220518150547,0,0,0,155.133606,178.516037,0.130982,0.5,0.8,99.142593,29.45,28.67,24.45,29.69,84.61,156.8,154.7,1.3,1892,3.943,15:04:42,5/18/2022,0.08,-0.002,-0.002,-0.009,-2.03,-4.53,-10.628,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470198,2.414102,1.660022,0.930241,0.278733,0.061015,0.088968,1.698301,155.133606,0.000284,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150547,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,15,15:06:56,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,North,,0.056674,2.922757,0.055596,2.243144,0.869542,0.81663,4.181338,3.311796,9.651978,10.277362,49.420418,0.441786,PSF-00495_20220518150610,0,0,0,136.046646,173.973801,0.218005,0.5,0.8,162.807159,27.93,26.23,24.65,29.67,84.61,156.8,154.6,1.4,1867,3.942,15:04:42,5/18/2022,0.08,0,0.004,0.003,-1.763,-3.676,-11.632,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466353,2.411867,1.660627,0.930065,0.276576,0.0586,0.093034,1.677053,136.046646,0.000283,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150610,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,15,15:07:02,5/17/2022,5/17/2022,n,JSG 2022,MS,,4,North,,0.120859,2.922948,0.11606,3.357713,0.805202,0.725957,3.194893,2.38969,8.581003,9.517703,37.764469,0.441786,PSF-00495_20220518150637,0,0,0,99.672318,405.716644,0.75433,0.5,0.8,31.911697,25.53,23.02,24.86,25.08,84.6,156.9,151.1,3.6,106,3.941,15:04:42,5/18/2022,0.08,0,-0.002,-9999,-0.099,-0.068,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.461219,2.40832,1.660827,0.921317,0.274243,0.00209,0.097553,0.196675,99.672318,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150637,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,15,15:07:23,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,North,,0.154575,2.921509,0.146807,3.928801,0.883836,0.791084,3.094871,2.211035,9.349882,10.44612,36.57851,0.441786,PSF-00495_20220518150656,0,0,0,97.290512,389.366272,0.750131,0.5,0.8,32.007259,27.82,24.9,24.98,24.55,84.61,156.7,156.8,-0.1,107,3.94,15:04:42,5/18/2022,0.08,-0.003,0.001,-9999,-0.02,0.015,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464216,2.411675,1.659328,0.93542,0.272905,-0.005389,0.100526,0.19744,97.290512,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150656,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,15,15:07:39,5/17/2022,5/17/2022,n,JSG 2022,MS,,4,North,,0.117184,2.922535,0.112666,3.320216,0.879678,0.801352,3.311378,2.4317,9.470953,10.396673,39.136261,0.441786,PSF-00495_20220518150723,0,0,0,97.513321,409.638062,0.761953,0.5,0.8,28.962503,27.43,24.99,25.14,25.68,84.61,156.8,156.8,0,95,3.94,15:04:42,5/18/2022,0.08,0,-0.002,-9999,0.03,0.033,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464326,2.411078,1.660396,0.935506,0.271159,0.00574,0.104653,0.187652,97.513321,0.000311,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150723,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,15,15:07:47,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,North,,0.082298,2.923769,0.080045,2.23569,0.870272,0.817577,3.176962,2.306689,9.66286,10.285661,37.548187,0.441786,PSF-00495_20220518150747,0,0,0,103.149178,409.777161,0.74828,0.5,0.8,32.977901,26.9,25.27,25.29,24.99,84.61,157,149.6,4.7,110,3.939,15:04:42,5/18/2022,0.08,-0.001,-0.001,-9999,0.024,0.396,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464761,2.410288,1.661684,0.917427,0.269594,-0.003914,0.108368,0.200387,103.149178,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150747,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,15,15:08:00,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,North,,0.14074,2.923025,0.134275,3.450676,0.878968,0.797603,3.003265,2.124297,9.427593,10.389321,35.498325,0.441786,PSF-00495_20220518150800,0,0,0,105.737686,400.849701,0.736216,0.5,0.8,34.565025,27.06,24.56,25.36,24.05,84.6,156.9,156.7,0.1,117,3.938,15:04:42,5/18/2022,0.08,0.003,0.002,-9999,0.708,0.376,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463619,2.410518,1.660907,0.935257,0.268881,-0.015337,0.110083,0.206435,105.737686,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150800,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,15,15:08:25,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,North,,0.06779,2.922101,0.066253,1.930521,0.851201,0.805631,3.256656,2.405455,9.522201,10.060823,38.492249,0.441786,PSF-00495_20220518150825,0,0,0,137.086624,445.934784,0.692586,0.5,0.8,29.16077,26.01,24.61,25.49,25.4,84.61,156.8,136,13.3,105,3.938,15:04:42,5/18/2022,0.08,0.001,0,-9999,0.684,3.359,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463692,2.408947,1.659944,0.884137,0.267491,-0.001418,0.113703,0.196253,137.086624,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150825,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,15,15:08:41,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,North,,0.051929,2.923723,0.051023,1.516582,0.841378,0.80562,3.294704,2.453326,9.521968,9.944606,38.941505,0.441786,PSF-00495_20220518150841,0,0,0,102.409599,400.168762,0.744084,0.5,0.8,33.832165,25.58,24.49,25.57,25.6,84.61,157,156.6,0.3,114,3.937,15:04:42,5/18/2022,0.08,-0.001,0,-9999,-0.007,0.214,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463483,2.408303,1.661636,0.934894,0.266586,-0.000156,0.115958,0.203322,102.409599,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150841,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
11,15,15:09:15,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,North,,0.045193,2.922811,0.044505,1.800271,0.834829,0.792348,4.156375,3.321546,9.36487,9.866969,49.124798,0.441786,PSF-00495_20220518150915,0,0,0,166.446091,203.960541,0.18393,0.5,0.8,129.828766,25.07,23.79,25.78,29.57,84.61,156.8,156.4,0.2,1765,3.938,15:04:42,5/18/2022,0.08,-0.002,-0.002,0,-2.181,-4.214,-10.378,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462341,2.40752,1.660684,0.934632,0.264374,0.044115,0.120842,1.591015,166.446091,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150915,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,15,15:09:43,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,North,,0.064191,2.92274,0.062812,2.624133,0.869428,0.807529,4.296186,3.426758,9.544525,10.276138,50.778442,0.441786,PSF-00495_20220518150943,0,0,0,209.885712,256.433838,0.181521,0.5,0.8,128.304626,25.77,23.93,26,30.15,84.61,156.8,156.6,0.1,1767,3.937,15:04:42,5/18/2022,0.08,0,-0.001,0.001,-2.295,-4.358,-9.97,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462544,2.408536,1.66061,0.93501,0.262083,0.048503,0.124865,1.593055,209.885712,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518150943,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,15,15:10:05,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,North,,0.101329,2.921354,0.097932,3.8982,0.840545,0.748458,4.109826,3.269281,8.84624,9.934636,48.575199,0.441786,PSF-00495_20220518151005,0,0,0,270.757904,332.597137,0.185928,0.5,0.8,124.311661,24.66,21.96,26.17,29.37,84.61,156.7,150.1,4.2,1671,3.936,15:04:42,5/18/2022,0.08,0,0,-9999,-0.953,1.17,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459353,2.406878,1.659167,0.918748,0.260311,0.037209,0.128103,1.51272,270.757904,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151005,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,15,15:10:38,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,North,,0.067734,2.922004,0.0662,2.634557,0.812579,0.750363,4.081857,3.269278,8.86996,9.605407,48.251179,0.441786,PSF-00495_20220518151038,0,0,0,156.742569,215.862396,0.273877,0.5,0.8,185.356583,23.5,21.7,26.41,29.26,84.6,156.7,127.9,18.4,1692,3.935,15:04:42,5/18/2022,0.08,-0.001,-0.001,0,-1.077,-2.067,26.717,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.458908,2.40512,1.659842,0.864946,0.257805,0.032942,0.132851,1.529923,156.742569,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151038,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,15,15:11:31,5/17/2022,5/18/2022,n,JSG 2022,MS,,1,Central,,0.065192,2.922377,0.06377,2.75959,0.838567,0.773432,4.386657,3.54809,9.141873,9.911757,51.849751,0.441786,PSF-00495_20220518151131,0,0,0,208.679077,252.526398,0.173635,0.5,0.8,121.215622,23.71,21.87,26.8,30.51,84.6,156.8,154.4,1.5,1745,3.934,15:04:42,5/18/2022,0.08,-0.001,0.003,0.006,-3.024,-4.26,-10.284,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459139,2.405396,1.660231,0.929471,0.253914,0.04354,0.140502,1.574725,208.679077,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151131,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,15,15:11:59,5/17/2022,5/18/2022,n,JSG 2022,MS,,1,Central,,0.102199,2.921406,0.098745,3.891758,0.873898,0.782002,4.110327,3.236429,9.242513,10.328631,48.580109,0.441786,PSF-00495_20220518151159,0,0,0,164.762024,221.457489,0.256011,0.5,0.8,179.465286,24.42,21.85,27,29.38,84.61,156.7,149,4.9,1753,3.934,15:04:42,5/18/2022,0.08,0,0.001,-9999,-2.522,-4.407,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459082,2.406425,1.659221,0.916026,0.251865,0.027496,0.144567,1.580818,164.762024,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151159,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,15,15:12:34,5/17/2022,5/18/2022,n,JSG 2022,MS,,1,Central,,0.107804,2.922606,0.103969,4.235282,1.086086,0.986421,4.420743,3.334658,11.657931,12.835808,52.246162,0.441786,PSF-00495_20220518151234,0,0,0,208.286758,251.605515,0.172169,0.5,0.8,122.029831,29.88,27.14,27.26,30.64,84.61,156.8,156.3,0.3,1772,3.932,15:04:42,5/18/2022,0.08,0,-0.002,-0.001,-2.406,-4.68,-10.175,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467426,2.414363,1.660469,0.934295,0.249253,0.039671,0.149541,1.597147,208.286758,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151234,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,15,15:13:16,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,0.055095,2.922432,0.054076,1.800356,0.840961,0.798468,3.58419,2.743229,9.437204,9.939441,42.362061,0.441786,PSF-00495_20220518151316,0,0,0,94.662666,378.697876,0.750031,0.5,0.8,30.898321,22.75,21.6,27.55,27.02,84.61,156.8,155.7,0.7,103,3.932,15:04:42,5/18/2022,0.08,-0.001,-0.001,-9999,-0.219,-0.463,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.458614,2.403872,1.660289,0.932696,0.246396,-0.006712,0.155321,0.194345,94.662666,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151316,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,15,15:13:34,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,0.026131,2.922276,0.0259,0.897836,0.854561,0.833371,3.708449,2.853889,9.849844,10.100299,43.831215,0.441786,PSF-00495_20220518151334,0,0,0,94.649078,380.790009,0.75144,0.5,0.8,29.54089,22.99,22.42,27.65,27.61,84.61,156.8,156.4,0.2,98,3.932,15:04:42,5/18/2022,0.08,0,0,-9999,-0.324,-0.711,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.45992,2.40422,1.660126,0.934533,0.245454,-0.00107,0.157557,0.190387,94.649078,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151334,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,15,15:14:29,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,0.043194,2.923072,0.042565,1.399215,0.949813,0.916846,3.655473,2.70566,10.835983,11.22561,43.203156,0.441786,PSF-00495_20220518151429,0,0,0,121.674301,435.166229,0.720396,0.5,0.8,24.009523,25.18,24.3,27.9,27.36,84.61,156.9,156.4,0.3,83,3.93,15:04:42,5/18/2022,0.08,-0.001,-0.001,-9999,0.927,2.576,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462897,2.407451,1.660956,0.934585,0.243027,-0.00688,0.164481,0.177812,121.674301,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151429,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,15,15:15:33,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,-0.007351,2.922043,-0.00737,-0.25319,0.868574,0.874551,3.697288,2.828714,10.335373,10.264743,43.69426,0.441786,PSF-00495_20220518151533,0,0,0,117.299438,441.137543,0.734098,0.5,0.8,27.33263,22.62,22.78,28.2,27.55,84.62,156.7,154.4,1.5,93,3.929,15:15:05,5/18/2022,-0.03,0,-0.001,-9999,0.278,0.529,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.460437,2.403773,1.659884,0.9294,0.240142,-0.008159,0.17247,0.186017,117.299438,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151533,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,15,15:15:49,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,0.016516,2.921335,0.016423,0.584402,0.903203,0.889406,3.83012,2.926917,10.510779,10.673827,45.26339,0.441786,PSF-00495_20220518151549,0,0,0,98.3423,408.331635,0.759161,0.5,0.8,28.713482,23.44,23.08,28.27,28.16,84.62,156.7,156.2,0.3,95,3.929,15:15:05,5/18/2022,-0.03,0.003,0.002,-9999,0.561,1.228,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.460908,2.404983,1.659147,0.934036,0.239526,-0.001846,0.174299,0.187256,98.3423,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151549,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,15,15:16:11,5/17/2022,5/18/2022,y,JSG 2022,MS,,2,Central,,0.025031,2.923126,0.024818,0.782582,0.864592,0.846134,3.464529,2.599937,9.999515,10.217647,40.943409,0.441786,PSF-00495_20220518151611,0,0,0,103.112701,385.395172,0.732449,0.5,0.8,29.723011,22.32,21.84,28.35,26.45,84.62,156.9,156.1,0.5,101,3.928,15:15:05,5/18/2022,-0.03,0,0,-9999,-0.045,-0.188,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.45892,2.403302,1.661012,0.933721,0.238692,-0.022785,0.176979,0.193051,103.112701,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151611,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,15,15:17:12,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,Central,,0.051249,2.921929,0.050366,2.409594,1.048986,0.992225,4.953702,3.904716,11.725823,12.396615,58.541428,0.441786,PSF-00495_20220518151712,0,0,0,178.589706,206.273682,0.13421,0.5,0.8,92.335106,26.61,25.17,28.65,32.65,84.62,156.7,149.6,4.6,1720,3.927,15:15:05,5/18/2022,-0.03,0.002,-0.002,-0.001,1.913,-1.944,-13.59,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464171,2.409617,1.659765,0.917379,0.235876,0.047686,0.184691,1.553465,178.589706,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151712,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,15,15:17:45,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,Central,,0.034173,2.92218,0.033778,1.612195,1.1156,1.077658,5.008403,3.892803,12.734925,13.183288,59.185413,0.441786,PSF-00495_20220518151745,0,0,0,199.02063,233.386871,0.14725,0.5,0.8,96.387733,27.95,27,28.87,32.85,84.62,156.8,156.2,0.4,1636,3.926,15:15:05,5/18/2022,-0.03,-0.002,0.001,0,-1.309,-3.711,-10.815,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466993,2.411534,1.660026,0.933968,0.233887,0.047534,0.188887,1.483271,199.02063,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151745,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,15,15:18:44,5/17/2022,5/18/2022,y,JSG 2022,MS,,3,Central,,0.064449,2.921552,0.063058,3.292267,1.073521,0.995974,5.324086,4.250565,11.771206,12.687722,62.924274,0.441786,PSF-00495_20220518151844,0,0,0,190.508362,226.007217,0.15707,0.5,0.8,115.371826,26.25,24.36,29.29,33.94,84.61,156.7,156.4,0.2,1836,3.924,15:15:05,5/18/2022,-0.03,-0.002,-0.004,0.003,-2.378,-4.59,-10.321,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462814,2.409024,1.659373,0.934435,0.230044,0.0561,0.196249,1.651254,190.508362,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151844,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,15,15:19:17,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.047538,2.922767,0.046777,2.375327,1.121554,1.065687,5.256393,4.134839,12.594429,13.254667,62.120735,0.441786,PSF-00495_20220518151917,0,0,0,89.27536,108.913422,0.180309,0.5,0.8,119.315331,27.04,25.69,29.53,33.71,84.62,156.8,156.1,0.5,1654,3.923,15:15:05,5/18/2022,-0.03,0.003,-0.001,0.011,-2.44,-4.722,-6.68,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464874,2.410136,1.660638,0.933735,0.227809,0.050241,0.20059,1.498278,89.27536,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151917,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,15,15:19:43,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.030187,2.921953,0.029878,1.571419,1.05604,1.01903,5.337959,4.281919,12.043635,12.481047,63.08786,0.441786,PSF-00495_20220518151943,0,0,0,199.718353,228.742004,0.126884,0.5,0.8,89.27401,25.18,24.3,29.73,33.98,84.61,156.7,156.1,0.4,1759,3.923,15:15:05,5/18/2022,-0.03,0,0,0.003,-1.702,-4.855,-10.919,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462668,2.407408,1.65979,0.933821,0.226095,0.05138,0.203878,1.586243,199.718353,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151943,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,15,15:20:05,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.097672,2.922599,0.094513,4.177595,0.991,0.89259,4.606973,3.615973,10.549924,11.713086,54.45192,0.441786,PSF-00495_20220518152005,0,0,0,255.388138,356.859314,0.284345,0.5,0.8,208.115967,23.41,21.08,29.89,31.37,84.61,156.8,156.5,0.2,1830,3.92,15:15:05,5/18/2022,-0.03,-0.003,0,0.001,-8.227,-0.337,-25.531,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.457531,2.404777,1.660462,0.934686,0.224634,0.017139,0.206645,1.645762,255.388138,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152005,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,15,15:23:19,5/17/2022,5/18/2022,n,JSG 2022,MS,,1,South,,0.048572,2.922409,0.047778,2.349581,0.794829,0.739345,4.817347,4.022518,8.739092,9.394915,56.941284,0.441786,PSF-00495_20220518152319,0,0,0,87.981819,142.017242,0.380485,0.5,0.8,244.80864,17.98,16.72,30.65,32.16,84.6,156.8,154.9,1.2,1609,3.919,15:15:05,5/18/2022,-0.03,0.001,0,-9999,-1.038,-2.694,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450293,2.396475,1.660264,0.930789,0.218035,0.017616,0.229281,1.459793,87.981819,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152319,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,15,15:24:00,5/17/2022,5/18/2022,n,JSG 2022,MS,,1,South,,0.072541,2.922278,0.070784,2.813825,0.81599,0.749537,4.08252,3.266531,8.857529,9.642818,48.244484,0.441786,PSF-00495_20220518152400,0,0,0,114.863991,354.380249,0.675874,0.5,0.8,421.881287,18.33,16.83,30.77,29.26,84.62,156.8,155.8,0.6,1561,3.918,15:15:05,5/18/2022,-0.03,0.002,0.001,0.002,-1.279,-2.982,-11.536,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450467,2.397004,1.660129,0.933,0.216968,-0.018707,0.234188,1.419425,114.863991,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152400,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
